MSISDN,IMSI,ICCID,Pin1,Puk1
0901001121,417010001001121,8910300000010011210,1234,5678
0901001122,417010001001122,8910300000010011228,1234,5678
0901001123,417010001001123,8910300000010011236,1234,5678
0901001124,417010001001124,8910300000010011244,1234,5678
0901001125,417010001001125,8910300000010011251,1234,5678
0901001126,417010001001126,8910300000010011269,1234,5678
0901001127,417010001001127,8910300000010011277,1234,5678
0901001128,417010001001128,8910300000010011285,1234,5678
0901001129,417010001001129,8910300000010011293,1234,5678
0901001130,417010001001130,8910300000010011301,1234,5678
0901001131,417010001001131,8910300000010011319,1234,5678
0901001132,417010001001132,8910300000010011327,1234,5678
0901001133,417010001001133,8910300000010011335,1234,5678
0901001134,417010001001134,8910300000010011343,1234,5678
0901001135,417010001001135,8910300000010011350,1234,5678
0901001136,417010001001136,8910300000010011368,1234,5678
0901001137,417010001001137,8910300000010011376,1234,5678
0901001138,417010001001138,8910300000010011384,1234,5678
0901001139,417010001001139,8910300000010011392,1234,5678
0901001140,417010001001140,8910300000010011400,1234,5678
0901001141,417010001001141,8910300000010011418,1234,5678
0901001142,417010001001142,8910300000010011426,1234,5678
0901001143,417010001001143,8910300000010011434,1234,5678
0901001144,417010001001144,8910300000010011442,1234,5678
0901001145,417010001001145,8910300000010011459,1234,5678
0901001146,417010001001146,8910300000010011467,1234,5678
0901001147,417010001001147,8910300000010011475,1234,5678
0901001148,417010001001148,8910300000010011483,1234,5678
0901001149,417010001001149,8910300000010011491,1234,5678
0901001150,417010001001150,8910300000010011509,1234,5678
0901001151,417010001001151,8910300000010011517,1234,5678
0901001152,417010001001152,8910300000010011525,1234,5678
0901001153,417010001001153,8910300000010011533,1234,5678
0901001154,417010001001154,8910300000010011541,1234,5678
0901001155,417010001001155,8910300000010011558,1234,5678
0901001156,417010001001156,8910300000010011566,1234,5678
0901001157,417010001001157,8910300000010011574,1234,5678
0901001158,417010001001158,8910300000010011582,1234,5678
0901001159,417010001001159,8910300000010011590,1234,5678
0901001160,417010001001160,8910300000010011608,1234,5678
0901001161,417010001001161,8910300000010011616,1234,5678
0901001162,417010001001162,8910300000010011624,1234,5678
0901001163,417010001001163,8910300000010011632,1234,5678
0901001164,417010001001164,8910300000010011640,1234,5678
0901001165,417010001001165,8910300000010011657,1234,5678
0901001166,417010001001166,8910300000010011665,1234,5678
0901001167,417010001001167,8910300000010011673,1234,5678
0901001168,417010001001168,8910300000010011681,1234,5678
0901001169,417010001001169,8910300000010011699,1234,5678
0901001170,417010001001170,8910300000010011707,1234,5678
0901001171,417010001001171,8910300000010011715,1234,5678
0901001172,417010001001172,8910300000010011723,1234,5678
0901001173,417010001001173,8910300000010011731,1234,5678
0901001174,417010001001174,8910300000010011749,1234,5678
0901001175,417010001001175,8910300000010011756,1234,5678
0901001176,417010001001176,8910300000010011764,1234,5678
0901001177,417010001001177,8910300000010011772,1234,5678
0901001178,417010001001178,8910300000010011780,1234,5678
0901001179,417010001001179,8910300000010011798,1234,5678
0901001180,417010001001180,8910300000010011806,1234,5678
0901001181,417010001001181,8910300000010011814,1234,5678
0901001182,417010001001182,8910300000010011822,1234,5678
0901001183,417010001001183,8910300000010011830,1234,5678
0901001184,417010001001184,8910300000010011848,1234,5678
0901001185,417010001001185,8910300000010011855,1234,5678
0901001186,417010001001186,8910300000010011863,1234,5678
0901001187,417010001001187,8910300000010011871,1234,5678
0901001188,417010001001188,8910300000010011889,1234,5678
0901001189,417010001001189,8910300000010011897,1234,5678
0901001190,417010001001190,8910300000010011905,1234,5678
0901001191,417010001001191,8910300000010011913,1234,5678
0901001192,417010001001192,8910300000010011921,1234,5678
0901001193,417010001001193,8910300000010011939,1234,5678
0901001194,417010001001194,8910300000010011947,1234,5678
0901001195,417010001001195,8910300000010011954,1234,5678
0901001196,417010001001196,8910300000010011962,1234,5678
0901001197,417010001001197,8910300000010011970,1234,5678
0901001198,417010001001198,8910300000010011988,1234,5678
0901001199,417010001001199,8910300000010011996,1234,5678
,,INVALID_ICCID,,
0901001201,417010001001201,8910300000010012010,1234,5678
0901001202,417010001001202,8910300000010012028,1234,5678
0901001203,417010001001203,8910300000010012036,1234,5678
0901001204,417010001001204,8910300000010012044,1234,5678
0901001205,417010001001205,8910300000010012051,1234,5678
0901001206,417010001001206,8910300000010012069,1234,5678
0901001207,417010001001207,8910300000010012077,1234,5678
0901001208,417010001001208,8910300000010012085,1234,5678
0901001209,417010001001209,8910300000010012093,1234,5678
0901001210,417010001001210,8910300000010012101,1234,5678
0901001211,417010001001211,8910300000010012119,1234,5678
0901001212,417010001001212,8910300000010012127,1234,5678
0901001213,417010001001213,8910300000010012135,1234,5678
0901001214,417010001001214,8910300000010012143,1234,5678
0901001215,417010001001215,8910300000010012150,1234,5678
0901001216,417010001001216,8910300000010012168,1234,5678
0901001217,417010001001217,8910300000010012176,1234,5678
0901001218,417010001001218,8910300000010012184,1234,5678
0901001219,417010001001219,8910300000010012192,1234,5678
0901001220,417010001001220,8910300000010012200,1234,5678
0901001221,417010001001221,8910300000010012218,1234,5678
0901001222,417010001001222,8910300000010012226,1234,5678
0901001223,417010001001223,8910300000010012234,1234,5678
0901001224,417010001001224,8910300000010012242,1234,5678
0901001225,417010001001225,8910300000010012259,1234,5678
0901001226,417010001001226,8910300000010012267,1234,5678
0901001227,417010001001227,8910300000010012275,1234,5678
0901001228,417010001001228,8910300000010012283,1234,5678
0901001229,417010001001229,8910300000010012291,1234,5678
0901001230,417010001001230,8910300000010012309,1234,5678
0901001231,417010001001231,8910300000010012317,1234,5678
0901001232,417010001001232,8910300000010012325,1234,5678
0901001233,417010001001233,8910300000010012333,1234,5678
0901001234,417010001001234,8910300000010012341,1234,5678
0901001235,417010001001235,8910300000010012358,1234,5678
0901001236,417010001001236,8910300000010012366,1234,5678
0901001237,417010001001237,8910300000010012374,1234,5678
0901001238,417010001001238,8910300000010012382,1234,5678
0901001239,417010001001239,8910300000010012390,1234,5678
0901001240,417010001001240,8910300000010012408,1234,5678
0901001241,417010001001241,8910300000010012416,1234,5678
0901001242,417010001001242,8910300000010012424,1234,5678
0901001243,417010001001243,8910300000010012432,1234,5678
0901001244,417010001001244,8910300000010012440,1234,5678
0901001245,417010001001245,8910300000010012457,1234,5678
0901001246,417010001001246,8910300000010012465,1234,5678
0901001247,417010001001247,8910300000010012473,1234,5678
0901001248,417010001001248,8910300000010012481,1234,5678
0901001249,417010001001249,8910300000010012499,1234,5678
0901001250,417010001001250,8910300000010012507,1234,5678
0901001251,417010001001251,8910300000010012515,1234,5678
0901001252,417010001001252,8910300000010012523,1234,5678
0901001253,417010001001253,8910300000010012531,1234,5678
0901001254,417010001001254,8910300000010012549,1234,5678
0901001255,417010001001255,8910300000010012556,1234,5678
0901001256,417010001001256,8910300000010012564,1234,5678
0901001257,417010001001257,8910300000010012572,1234,5678
0901001258,417010001001258,8910300000010012580,1234,5678
0901001259,417010001001259,8910300000010012598,1234,5678
0901001260,417010001001260,8910300000010012606,1234,5678
0901001261,417010001001261,8910300000010012614,1234,5678
0901001262,417010001001262,8910300000010012622,1234,5678
0901001263,417010001001263,8910300000010012630,1234,5678
0901001264,417010001001264,8910300000010012648,1234,5678
0901001265,417010001001265,8910300000010012655,1234,5678
0901001266,417010001001266,8910300000010012663,1234,5678
0901001267,417010001001267,8910300000010012671,1234,5678
0901001268,417010001001268,8910300000010012689,1234,5678
0901001269,417010001001269,8910300000010012697,1234,5678
0901001270,417010001001270,8910300000010012705,1234,5678
0901001271,417010001001271,8910300000010012713,1234,5678
0901001272,417010001001272,8910300000010012721,1234,5678
0901001273,417010001001273,8910300000010012739,1234,5678
0901001274,417010001001274,8910300000010012747,1234,5678
0901001275,417010001001275,8910300000010012754,1234,5678
0901001276,417010001001276,8910300000010012762,1234,5678
0901001277,417010001001277,8910300000010012770,1234,5678
0901001278,417010001001278,8910300000010012788,1234,5678
0901001279,417010001001279,8910300000010012796,1234,5678
0901001280,417010001001280,8910300000010012804,1234,5678
0901001281,417010001001281,8910300000010012812,1234,5678
0901001282,417010001001282,8910300000010012820,1234,5678
0901001283,417010001001283,8910300000010012838,1234,5678
0901001284,417010001001284,8910300000010012846,1234,5678
0901001285,417010001001285,8910300000010012853,1234,5678
0901001286,417010001001286,8910300000010012861,1234,5678
0901001287,417010001001287,8910300000010012879,1234,5678
0901001288,417010001001288,8910300000010012887,1234,5678
0901001289,417010001001289,8910300000010012895,1234,5678
0901001290,417010001001290,8910300000010012903,1234,5678
0901001291,417010001001291,8910300000010012911,1234,5678
0901001292,417010001001292,8910300000010012929,1234,5678
0901001293,417010001001293,8910300000010012937,1234,5678
0901001294,417010001001294,8910300000010012945,1234,5678
0901001295,417010001001295,8910300000010012952,1234,5678
0901001296,417010001001296,8910300000010012960,1234,5678
0901001297,417010001001297,8910300000010012978,1234,5678
0901001298,417010001001298,8910300000010012986,1234,5678
0901001299,417010001001299,8910300000010012994,1234,5678
,,INVALID_ICCID,,
0901001301,417010001001301,8910300000010013018,1234,5678
0901001302,417010001001302,8910300000010013026,1234,5678
0901001303,417010001001303,8910300000010013034,1234,5678
0901001304,417010001001304,8910300000010013042,1234,5678
0901001305,417010001001305,8910300000010013059,1234,5678
0901001306,417010001001306,8910300000010013067,1234,5678
0901001307,417010001001307,8910300000010013075,1234,5678
0901001308,417010001001308,8910300000010013083,1234,5678
0901001309,417010001001309,8910300000010013091,1234,5678
0901001310,417010001001310,8910300000010013109,1234,5678
0901001311,417010001001311,8910300000010013117,1234,5678
0901001312,417010001001312,8910300000010013125,1234,5678
0901001313,417010001001313,8910300000010013133,1234,5678
0901001314,417010001001314,8910300000010013141,1234,5678
0901001315,417010001001315,8910300000010013158,1234,5678
0901001316,417010001001316,8910300000010013166,1234,5678
0901001317,417010001001317,8910300000010013174,1234,5678
0901001318,417010001001318,8910300000010013182,1234,5678
0901001319,417010001001319,8910300000010013190,1234,5678
0901001320,417010001001320,8910300000010013208,1234,5678
0901001321,417010001001321,8910300000010013216,1234,5678
0901001322,417010001001322,8910300000010013224,1234,5678
0901001323,417010001001323,8910300000010013232,1234,5678
0901001324,417010001001324,8910300000010013240,1234,5678
0901001325,417010001001325,8910300000010013257,1234,5678
0901001326,417010001001326,8910300000010013265,1234,5678
0901001327,417010001001327,8910300000010013273,1234,5678
0901001328,417010001001328,8910300000010013281,1234,5678
0901001329,417010001001329,8910300000010013299,1234,5678
0901001330,417010001001330,8910300000010013307,1234,5678
0901001331,417010001001331,8910300000010013315,1234,5678
0901001332,417010001001332,8910300000010013323,1234,5678
0901001333,417010001001333,8910300000010013331,1234,5678
0901001334,417010001001334,8910300000010013349,1234,5678
0901001335,417010001001335,8910300000010013356,1234,5678
0901001336,417010001001336,8910300000010013364,1234,5678
0901001337,417010001001337,8910300000010013372,1234,5678
0901001338,417010001001338,8910300000010013380,1234,5678
0901001339,417010001001339,8910300000010013398,1234,5678
0901001340,417010001001340,8910300000010013406,1234,5678
0901001341,417010001001341,8910300000010013414,1234,5678
0901001342,417010001001342,8910300000010013422,1234,5678
0901001343,417010001001343,8910300000010013430,1234,5678
0901001344,417010001001344,8910300000010013448,1234,5678
0901001345,417010001001345,8910300000010013455,1234,5678
0901001346,417010001001346,8910300000010013463,1234,5678
0901001347,417010001001347,8910300000010013471,1234,5678
0901001348,417010001001348,8910300000010013489,1234,5678
0901001349,417010001001349,8910300000010013497,1234,5678
0901001350,417010001001350,8910300000010013505,1234,5678
0901001351,417010001001351,8910300000010013513,1234,5678
0901001352,417010001001352,8910300000010013521,1234,5678
0901001353,417010001001353,8910300000010013539,1234,5678
0901001354,417010001001354,8910300000010013547,1234,5678
0901001355,417010001001355,8910300000010013554,1234,5678
0901001356,417010001001356,8910300000010013562,1234,5678
0901001357,417010001001357,8910300000010013570,1234,5678
0901001358,417010001001358,8910300000010013588,1234,5678
0901001359,417010001001359,8910300000010013596,1234,5678
0901001360,417010001001360,8910300000010013604,1234,5678
0901001361,417010001001361,8910300000010013612,1234,5678
0901001362,417010001001362,8910300000010013620,1234,5678
0901001363,417010001001363,8910300000010013638,1234,5678
0901001364,417010001001364,8910300000010013646,1234,5678
0901001365,417010001001365,8910300000010013653,1234,5678
0901001366,417010001001366,8910300000010013661,1234,5678
0901001367,417010001001367,8910300000010013679,1234,5678
0901001368,417010001001368,8910300000010013687,1234,5678
0901001369,417010001001369,8910300000010013695,1234,5678
0901001370,417010001001370,8910300000010013703,1234,5678
0901001371,417010001001371,8910300000010013711,1234,5678
0901001372,417010001001372,8910300000010013729,1234,5678
0901001373,417010001001373,8910300000010013737,1234,5678
0901001374,417010001001374,8910300000010013745,1234,5678
0901001375,417010001001375,8910300000010013752,1234,5678
0901001376,417010001001376,8910300000010013760,1234,5678
0901001377,417010001001377,8910300000010013778,1234,5678
0901001378,417010001001378,8910300000010013786,1234,5678
0901001379,417010001001379,8910300000010013794,1234,5678
0901001380,417010001001380,8910300000010013802,1234,5678
0901001381,417010001001381,8910300000010013810,1234,5678
0901001382,417010001001382,8910300000010013828,1234,5678
0901001383,417010001001383,8910300000010013836,1234,5678
0901001384,417010001001384,8910300000010013844,1234,5678
0901001385,417010001001385,8910300000010013851,1234,5678
0901001386,417010001001386,8910300000010013869,1234,5678
0901001387,417010001001387,8910300000010013877,1234,5678
0901001388,417010001001388,8910300000010013885,1234,5678
0901001389,417010001001389,8910300000010013893,1234,5678
0901001390,417010001001390,8910300000010013901,1234,5678
0901001391,417010001001391,8910300000010013919,1234,5678
0901001392,417010001001392,8910300000010013927,1234,5678
0901001393,417010001001393,8910300000010013935,1234,5678
0901001394,417010001001394,8910300000010013943,1234,5678
0901001395,417010001001395,8910300000010013950,1234,5678
0901001396,417010001001396,8910300000010013968,1234,5678
0901001397,417010001001397,8910300000010013976,1234,5678
0901001398,417010001001398,8910300000010013984,1234,5678
0901001399,417010001001399,8910300000010013992,1234,5678
,,INVALID_ICCID,,
0901001401,417010001001401,8910300000010014016,1234,5678
0901001402,417010001001402,8910300000010014024,1234,5678
0901001403,417010001001403,8910300000010014032,1234,5678
0901001404,417010001001404,8910300000010014040,1234,5678
0901001405,417010001001405,8910300000010014057,1234,5678
0901001406,417010001001406,8910300000010014065,1234,5678
0901001407,417010001001407,8910300000010014073,1234,5678
0901001408,417010001001408,8910300000010014081,1234,5678
0901001409,417010001001409,8910300000010014099,1234,5678
0901001410,417010001001410,8910300000010014107,1234,5678
0901001411,417010001001411,8910300000010014115,1234,5678
0901001412,417010001001412,8910300000010014123,1234,5678
0901001413,417010001001413,8910300000010014131,1234,5678
0901001414,417010001001414,8910300000010014149,1234,5678
0901001415,417010001001415,8910300000010014156,1234,5678
0901001416,417010001001416,8910300000010014164,1234,5678
0901001417,417010001001417,8910300000010014172,1234,5678
0901001418,417010001001418,8910300000010014180,1234,5678
0901001419,417010001001419,8910300000010014198,1234,5678
0901001420,417010001001420,8910300000010014206,1234,5678
0901001421,417010001001421,8910300000010014214,1234,5678
0901001422,417010001001422,8910300000010014222,1234,5678
0901001423,417010001001423,8910300000010014230,1234,5678
0901001424,417010001001424,8910300000010014248,1234,5678
0901001425,417010001001425,8910300000010014255,1234,5678
0901001426,417010001001426,8910300000010014263,1234,5678
0901001427,417010001001427,8910300000010014271,1234,5678
0901001428,417010001001428,8910300000010014289,1234,5678
0901001429,417010001001429,8910300000010014297,1234,5678
0901001430,417010001001430,8910300000010014305,1234,5678
0901001431,417010001001431,8910300000010014313,1234,5678
0901001432,417010001001432,8910300000010014321,1234,5678
0901001433,417010001001433,8910300000010014339,1234,5678
0901001434,417010001001434,8910300000010014347,1234,5678
0901001435,417010001001435,8910300000010014354,1234,5678
0901001436,417010001001436,8910300000010014362,1234,5678
0901001437,417010001001437,8910300000010014370,1234,5678
0901001438,417010001001438,8910300000010014388,1234,5678
0901001439,417010001001439,8910300000010014396,1234,5678
0901001440,417010001001440,8910300000010014404,1234,5678
0901001441,417010001001441,8910300000010014412,1234,5678
0901001442,417010001001442,8910300000010014420,1234,5678
0901001443,417010001001443,8910300000010014438,1234,5678
0901001444,417010001001444,8910300000010014446,1234,5678
0901001445,417010001001445,8910300000010014453,1234,5678
0901001446,417010001001446,8910300000010014461,1234,5678
0901001447,417010001001447,8910300000010014479,1234,5678
0901001448,417010001001448,8910300000010014487,1234,5678
0901001449,417010001001449,8910300000010014495,1234,5678
0901001450,417010001001450,8910300000010014503,1234,5678
0901001451,417010001001451,8910300000010014511,1234,5678
0901001452,417010001001452,8910300000010014529,1234,5678
0901001453,417010001001453,8910300000010014537,1234,5678
0901001454,417010001001454,8910300000010014545,1234,5678
0901001455,417010001001455,8910300000010014552,1234,5678
0901001456,417010001001456,8910300000010014560,1234,5678
0901001457,417010001001457,8910300000010014578,1234,5678
0901001458,417010001001458,8910300000010014586,1234,5678
0901001459,417010001001459,8910300000010014594,1234,5678
0901001460,417010001001460,8910300000010014602,1234,5678
0901001461,417010001001461,8910300000010014610,1234,5678
0901001462,417010001001462,8910300000010014628,1234,5678
0901001463,417010001001463,8910300000010014636,1234,5678
0901001464,417010001001464,8910300000010014644,1234,5678
0901001465,417010001001465,8910300000010014651,1234,5678
0901001466,417010001001466,8910300000010014669,1234,5678
0901001467,417010001001467,8910300000010014677,1234,5678
0901001468,417010001001468,8910300000010014685,1234,5678
0901001469,417010001001469,8910300000010014693,1234,5678
0901001470,417010001001470,8910300000010014701,1234,5678
0901001471,417010001001471,8910300000010014719,1234,5678
0901001472,417010001001472,8910300000010014727,1234,5678
0901001473,417010001001473,8910300000010014735,1234,5678
0901001474,417010001001474,8910300000010014743,1234,5678
0901001475,417010001001475,8910300000010014750,1234,5678
0901001476,417010001001476,8910300000010014768,1234,5678
0901001477,417010001001477,8910300000010014776,1234,5678
0901001478,417010001001478,8910300000010014784,1234,5678
0901001479,417010001001479,8910300000010014792,1234,5678
0901001480,417010001001480,8910300000010014800,1234,5678
0901001481,417010001001481,8910300000010014818,1234,5678
0901001482,417010001001482,8910300000010014826,1234,5678
0901001483,417010001001483,8910300000010014834,1234,5678
0901001484,417010001001484,8910300000010014842,1234,5678
0901001485,417010001001485,8910300000010014859,1234,5678
0901001486,417010001001486,8910300000010014867,1234,5678
0901001487,417010001001487,8910300000010014875,1234,5678
0901001488,417010001001488,8910300000010014883,1234,5678
0901001489,417010001001489,8910300000010014891,1234,5678
0901001490,417010001001490,8910300000010014909,1234,5678
0901001491,417010001001491,8910300000010014917,1234,5678
0901001492,417010001001492,8910300000010014925,1234,5678
0901001493,417010001001493,8910300000010014933,1234,5678
0901001494,417010001001494,8910300000010014941,1234,5678
0901001495,417010001001495,8910300000010014958,1234,5678
0901001496,417010001001496,8910300000010014966,1234,5678
0901001497,417010001001497,8910300000010014974,1234,5678
0901001498,417010001001498,8910300000010014982,1234,5678
0901001499,417010001001499,8910300000010014990,1234,5678
,,INVALID_ICCID,,
0901001501,417010001001501,8910300000010015013,1234,5678
0901001502,417010001001502,8910300000010015021,1234,5678
0901001503,417010001001503,8910300000010015039,1234,5678
0901001504,417010001001504,8910300000010015047,1234,5678
0901001505,417010001001505,8910300000010015054,1234,5678
0901001506,417010001001506,8910300000010015062,1234,5678
0901001507,417010001001507,8910300000010015070,1234,5678
0901001508,417010001001508,8910300000010015088,1234,5678
0901001509,417010001001509,8910300000010015096,1234,5678
0901001510,417010001001510,8910300000010015104,1234,5678
0901001511,417010001001511,8910300000010015112,1234,5678
0901001512,417010001001512,8910300000010015120,1234,5678
0901001513,417010001001513,8910300000010015138,1234,5678
0901001514,417010001001514,8910300000010015146,1234,5678
0901001515,417010001001515,8910300000010015153,1234,5678
0901001516,417010001001516,8910300000010015161,1234,5678
0901001517,417010001001517,8910300000010015179,1234,5678
0901001518,417010001001518,8910300000010015187,1234,5678
0901001519,417010001001519,8910300000010015195,1234,5678
0901001520,417010001001520,8910300000010015203,1234,5678
0901001521,417010001001521,8910300000010015211,1234,5678
0901001522,417010001001522,8910300000010015229,1234,5678
0901001523,417010001001523,8910300000010015237,1234,5678
0901001524,417010001001524,8910300000010015245,1234,5678
0901001525,417010001001525,8910300000010015252,1234,5678
0901001526,417010001001526,8910300000010015260,1234,5678
0901001527,417010001001527,8910300000010015278,1234,5678
0901001528,417010001001528,8910300000010015286,1234,5678
0901001529,417010001001529,8910300000010015294,1234,5678
0901001530,417010001001530,8910300000010015302,1234,5678
0901001531,417010001001531,8910300000010015310,1234,5678
0901001532,417010001001532,8910300000010015328,1234,5678
0901001533,417010001001533,8910300000010015336,1234,5678
0901001534,417010001001534,8910300000010015344,1234,5678
0901001535,417010001001535,8910300000010015351,1234,5678
0901001536,417010001001536,8910300000010015369,1234,5678
0901001537,417010001001537,8910300000010015377,1234,5678
0901001538,417010001001538,8910300000010015385,1234,5678
0901001539,417010001001539,8910300000010015393,1234,5678
0901001540,417010001001540,8910300000010015401,1234,5678
0901001541,417010001001541,8910300000010015419,1234,5678
0901001542,417010001001542,8910300000010015427,1234,5678
0901001543,417010001001543,8910300000010015435,1234,5678
0901001544,417010001001544,8910300000010015443,1234,5678
0901001545,417010001001545,8910300000010015450,1234,5678
0901001546,417010001001546,8910300000010015468,1234,5678
0901001547,417010001001547,8910300000010015476,1234,5678
0901001548,417010001001548,8910300000010015484,1234,5678
0901001549,417010001001549,8910300000010015492,1234,5678
0901001550,417010001001550,8910300000010015500,1234,5678
0901001551,417010001001551,8910300000010015518,1234,5678
0901001552,417010001001552,8910300000010015526,1234,5678
0901001553,417010001001553,8910300000010015534,1234,5678
0901001554,417010001001554,8910300000010015542,1234,5678
0901001555,417010001001555,8910300000010015559,1234,5678
0901001556,417010001001556,8910300000010015567,1234,5678
0901001557,417010001001557,8910300000010015575,1234,5678
0901001558,417010001001558,8910300000010015583,1234,5678
0901001559,417010001001559,8910300000010015591,1234,5678
0901001560,417010001001560,8910300000010015609,1234,5678
0901001561,417010001001561,8910300000010015617,1234,5678
0901001562,417010001001562,8910300000010015625,1234,5678
0901001563,417010001001563,8910300000010015633,1234,5678
0901001564,417010001001564,8910300000010015641,1234,5678
0901001565,417010001001565,8910300000010015658,1234,5678
0901001566,417010001001566,8910300000010015666,1234,5678
0901001567,417010001001567,8910300000010015674,1234,5678
0901001568,417010001001568,8910300000010015682,1234,5678
0901001569,417010001001569,8910300000010015690,1234,5678
0901001570,417010001001570,8910300000010015708,1234,5678
0901001571,417010001001571,8910300000010015716,1234,5678
0901001572,417010001001572,8910300000010015724,1234,5678
0901001573,417010001001573,8910300000010015732,1234,5678
0901001574,417010001001574,8910300000010015740,1234,5678
0901001575,417010001001575,8910300000010015757,1234,5678
0901001576,417010001001576,8910300000010015765,1234,5678
0901001577,417010001001577,8910300000010015773,1234,5678
0901001578,417010001001578,8910300000010015781,1234,5678
0901001579,417010001001579,8910300000010015799,1234,5678
0901001580,417010001001580,8910300000010015807,1234,5678
0901001581,417010001001581,8910300000010015815,1234,5678
0901001582,417010001001582,8910300000010015823,1234,5678
0901001583,417010001001583,8910300000010015831,1234,5678
0901001584,417010001001584,8910300000010015849,1234,5678
0901001585,417010001001585,8910300000010015856,1234,5678
0901001586,417010001001586,8910300000010015864,1234,5678
0901001587,417010001001587,8910300000010015872,1234,5678
0901001588,417010001001588,8910300000010015880,1234,5678
0901001589,417010001001589,8910300000010015898,1234,5678
0901001590,417010001001590,8910300000010015906,1234,5678
0901001591,417010001001591,8910300000010015914,1234,5678
0901001592,417010001001592,8910300000010015922,1234,5678
0901001593,417010001001593,8910300000010015930,1234,5678
0901001594,417010001001594,8910300000010015948,1234,5678
0901001595,417010001001595,8910300000010015955,1234,5678
0901001596,417010001001596,8910300000010015963,1234,5678
0901001597,417010001001597,8910300000010015971,1234,5678
0901001598,417010001001598,8910300000010015989,1234,5678
0901001599,417010001001599,8910300000010015997,1234,5678
,,INVALID_ICCID,,
0901001601,417010001001601,8910300000010016011,1234,5678
0901001602,417010001001602,8910300000010016029,1234,5678
0901001603,417010001001603,8910300000010016037,1234,5678
0901001604,417010001001604,8910300000010016045,1234,5678
0901001605,417010001001605,8910300000010016052,1234,5678
0901001606,417010001001606,8910300000010016060,1234,5678
0901001607,417010001001607,8910300000010016078,1234,5678
0901001608,417010001001608,8910300000010016086,1234,5678
0901001609,417010001001609,8910300000010016094,1234,5678
0901001610,417010001001610,8910300000010016102,1234,5678
0901001611,417010001001611,8910300000010016110,1234,5678
0901001612,417010001001612,8910300000010016128,1234,5678
0901001613,417010001001613,8910300000010016136,1234,5678
0901001614,417010001001614,8910300000010016144,1234,5678
0901001615,417010001001615,8910300000010016151,1234,5678
0901001616,417010001001616,8910300000010016169,1234,5678
0901001617,417010001001617,8910300000010016177,1234,5678
0901001618,417010001001618,8910300000010016185,1234,5678
0901001619,417010001001619,8910300000010016193,1234,5678
0901001620,417010001001620,8910300000010016201,1234,5678
0901001621,417010001001621,8910300000010016219,1234,5678
0901001622,417010001001622,8910300000010016227,1234,5678
0901001623,417010001001623,8910300000010016235,1234,5678
0901001624,417010001001624,8910300000010016243,1234,5678
0901001625,417010001001625,8910300000010016250,1234,5678
0901001626,417010001001626,8910300000010016268,1234,5678
0901001627,417010001001627,8910300000010016276,1234,5678
0901001628,417010001001628,8910300000010016284,1234,5678
0901001629,417010001001629,8910300000010016292,1234,5678
0901001630,417010001001630,8910300000010016300,1234,5678
0901001631,417010001001631,8910300000010016318,1234,5678
0901001632,417010001001632,8910300000010016326,1234,5678
0901001633,417010001001633,8910300000010016334,1234,5678
0901001634,417010001001634,8910300000010016342,1234,5678
0901001635,417010001001635,8910300000010016359,1234,5678
0901001636,417010001001636,8910300000010016367,1234,5678
0901001637,417010001001637,8910300000010016375,1234,5678
0901001638,417010001001638,8910300000010016383,1234,5678
0901001639,417010001001639,8910300000010016391,1234,5678
0901001640,417010001001640,8910300000010016409,1234,5678
0901001641,417010001001641,8910300000010016417,1234,5678
0901001642,417010001001642,8910300000010016425,1234,5678
0901001643,417010001001643,8910300000010016433,1234,5678
0901001644,417010001001644,8910300000010016441,1234,5678
0901001645,417010001001645,8910300000010016458,1234,5678
0901001646,417010001001646,8910300000010016466,1234,5678
0901001647,417010001001647,8910300000010016474,1234,5678
0901001648,417010001001648,8910300000010016482,1234,5678
0901001649,417010001001649,8910300000010016490,1234,5678
0901001650,417010001001650,8910300000010016508,1234,5678
0901001651,417010001001651,8910300000010016516,1234,5678
0901001652,417010001001652,8910300000010016524,1234,5678
0901001653,417010001001653,8910300000010016532,1234,5678
0901001654,417010001001654,8910300000010016540,1234,5678
0901001655,417010001001655,8910300000010016557,1234,5678
0901001656,417010001001656,8910300000010016565,1234,5678
0901001657,417010001001657,8910300000010016573,1234,5678
0901001658,417010001001658,8910300000010016581,1234,5678
0901001659,417010001001659,8910300000010016599,1234,5678
0901001660,417010001001660,8910300000010016607,1234,5678
0901001661,417010001001661,8910300000010016615,1234,5678
0901001662,417010001001662,8910300000010016623,1234,5678
0901001663,417010001001663,8910300000010016631,1234,5678
0901001664,417010001001664,8910300000010016649,1234,5678
0901001665,417010001001665,8910300000010016656,1234,5678
0901001666,417010001001666,8910300000010016664,1234,5678
0901001667,417010001001667,8910300000010016672,1234,5678
0901001668,417010001001668,8910300000010016680,1234,5678
0901001669,417010001001669,8910300000010016698,1234,5678
0901001670,417010001001670,8910300000010016706,1234,5678
0901001671,417010001001671,8910300000010016714,1234,5678
0901001672,417010001001672,8910300000010016722,1234,5678
0901001673,417010001001673,8910300000010016730,1234,5678
0901001674,417010001001674,8910300000010016748,1234,5678
0901001675,417010001001675,8910300000010016755,1234,5678
0901001676,417010001001676,8910300000010016763,1234,5678
0901001677,417010001001677,8910300000010016771,1234,5678
0901001678,417010001001678,8910300000010016789,1234,5678
0901001679,417010001001679,8910300000010016797,1234,5678
0901001680,417010001001680,8910300000010016805,1234,5678
0901001681,417010001001681,8910300000010016813,1234,5678
